timestamp,ticker,action,quantity,price,trader_id
2024-08-03 04:29:26,AAPL,SELL,207,180.28,T008
2024-01-20 06:10:00,TSLA,SELL,408,269.38,T002
2024-02-12 18:37:35,NVDA,BUY,3,779.17,T010
2024-11-29 14:30:32,AAPL,SELL,279,178.35,T001
2024-05-20 22:03:22,GOOGL,SELL,44,,T015
2024-08-07 12:46:06,NFLX,SELL,344,743.49,T004
2024-03-12 11:28:34,NFLX,SELL,165,749.26,T004
2024-11-23 22:17:51,AMZN,SELL,420,192.14,T017
2024-07-30 13:35:22,TSLA,BUY,184,192.44,T015
2024-08-22 03:36:48,AAPL,BUY,4,168.82,T007
2024-12-29 18:30:38,TSLA,BUY,461,210.11,T012
2024-03-08 03:04:24,AAPL,SELL,316,190.79,T015
2024-07-28 14:21:35,TSLA,SELL,290,198.74,T012
2024-12-05 05:12:29,META,BUY,290,450.49,T013
2024-08-07 09:31:06,V,BUY,59,284.25,T012
2024-10-29 20:20:44,AMZN,BUY,312,187.1,T013
2024-09-26 01:24:28,V,BUY,7,283.8,T007
2024-03-25 03:19:14,,BUY,471,190.54,T014
2024-07-18 14:32:35,JPM,SELL,415,182.73,T002
2024-03-23 13:36:36,JPM,BUY,105,180.68,T018
2024-04-05 01:12:25,GOOGL,SELL,274,141.15,T002
2024-04-23 02:24:32,MSFT,BUY,178,394.52,T015
2024-11-03 04:21:44,AMZN,BUY,196,180.67,T002
2024-12-06 08:02:58,  AMZN  ,SELL,106,199.42,T008
2024-08-07 11:49:27,AMZN,SELL,210,202.61,T016
2024-07-16 04:08:48,  NFLX  ,SELL,215,732.4,T020
2024-01-21 13:06:45,JPM,SELL,135,197.14,T003
2024-03-06 00:05:58,JPM,BUY,116,194.22,T002
2024-09-04 07:05:27,GOOGL,BUY,47,136.38,T017
2024-10-18 18:53:37,JPM,SELL,213,184.6,T018
2024-02-19 05:27:10,NFLX,SELL,365,675.7,T002
2024-09-29 07:48:59,MSFT,BUY,0,428.48,T020
2024-06-23 05:49:26,AMZN,BUY,5,190.78,T011
2024-08-19 10:34:49,AAPL,BUY,69,165.12,T017
2024-12-18 05:49:58,MSFT,BUY,159,411.41,T015
2024-02-18 12:38:38,AMZN,SELL,69,206.7,T015
2024-01-19 00:30:12,TSLA,BUY,266,210.64,T012
2024-03-02 06:17:05,NFLX,SELL,386,740.09,T014
2024-08-18 15:30:11,V,SELL,26,-288.72,T012
2024-08-24 12:29:12,TSLA,SELL,51,219.91,T004
2024-09-03 14:26:09,GOOGL,SELL,408,151.1,T009
2024-01-15 04:10:00,  V  ,BUY,476,286.91,T011
2024-02-28 21:50:02,META,SELL,66,496.6,T002
2024-05-06 08:40:56,NVDA,BUY,358,813.84,T008
2024-02-10 01:52:25,V,SELL,249,299.3,T020
2024-03-08 15:40:54,MSFT,BUY,18,406.34,T012
2024-11-26 15:32:59,TSLA,SELL,133,216.98,T017
2024-07-21 11:12:42,NVDA,BUY,378,846.52,T003
2024-03-15 15:06:32,AAPL,SELL,452,181.93,T018
2024-04-22 16:30:05,META,SELL,273,466.04,T011
2024-08-03 07:42:50,TSLA,SELL,65,191.59,T010
2024-08-17 14:10:36,AMZN,BUY,246,202.19,T007
2024-02-01 19:56:51,MSFT,SELL,104,382.13,T005
2024-11-06 19:35:08,AAPL,BUY,378,178.6,T007
2024-05-06 16:21:01,MSFT,SELL,329,410.65,T011
2024-07-20 12:15:49,NVDA,SELL,45,906.75,T013
2024-09-27 19:00:26,MSFT,SELL,148,396.49,T013
2024-12-23 06:56:21,TSLA,SELL,296,195.76,T020
2024-07-01 13:20:22,GOOGL,BUY,137,144.36,T015
2024-08-02 22:32:22,V,SELL,423,283.51,T020
2024-04-05 09:18:02,MSFT,SELL,338,411.67,T005
2024-05-25 08:43:13,META,SELL,212,523.15,T002
2024-08-31 20:33:22,TSLA,BUY,147,258.98,T016
2024-12-16 05:34:43,META,BUY,265,497.01,T009
2024-09-25 10:36:19,AMZN,BUY,458,175.9,T004
2024-09-29 15:48:18,TSLA,SELL,67,276.45,T020
2024-09-15 09:06:52,NFLX,BUY,247,614.29,T012
2024-01-16 14:11:39,MSFT,SELL,199,390.26,T017
2024-07-02 23:35:08,NVDA,BUY,99,717.85,T009
2024-04-02 20:43:01,AAPL,SELL,386,170.43,T009
2024-06-04 18:09:51,GOOGL,SELL,251,143.88,T009
2024-05-02 20:08:29,META,SELL,379,514.13,T004
2024-12-13 21:12:58,GOOGL,BUY,303,160.45,T014
2024-04-28 10:26:42,JPM,SELL,383,191.96,T018
2024-11-01 19:03:37,TSLA,BUY,254,241.08,T013
2024-09-04 07:34:54,MSFT,BUY,272,383.82,T017
2024-05-05 11:37:47,AMZN,BUY,326,183.87,T003
2024-03-10 13:48:27,JPM,SELL,20,196.26,T003
2024-10-30 02:07:57,TSLA,BUY,453,249.38,T002
2024-09-10 18:48:09,NVDA,SELL,225,948.79,T017
2024-12-23 16:33:14,NFLX,BUY,12,687.92,T003
2024-05-30 08:46:50,JPM,BUY,472,196.54,T020
2024-02-17 23:46:03,GOOGL,BUY,439,161.86,T020
2024-06-22 07:57:31,NVDA,SELL,441,812.63,T019
2024-11-13 23:50:55,NFLX,SELL,137,678.97,T013
2024-02-09 00:57:38,NVDA,SELL,182,747.6,T014
2024-04-02 01:10:03,JPM,SELL,404,182.14,T019
2024-04-27 14:33:58,,SELL,260,710.9,T017
,MSFT,BUY,69,394.42,T001
2024-12-04 02:58:09,AAPL,BUY,360,199.7,T005
2024-01-21 06:13:12,AAPL,SELL,430,181.21,T019
2024-07-14 02:22:24,META,SELL,108,479.27,T014
2024-09-07 19:38:15,MSFT,SELL,441,384.23,T015
2024-09-06 04:51:30,GOOGL,BUY,271,140.85,T001
2024-03-03 15:48:25,AMZN,SELL,427,184.78,T018
2024-11-12 09:53:31,AAPL,SELL,44,166.07,T008
2024-02-25 16:27:56,GOOGL,BUY,7,166.18,T002
2024-10-30 15:53:24,NFLX,BUY,467,729.76,T020
2024-04-19 02:13:44,AMZN,SELL,321,203.59,T008
2024-03-17 09:15:16,AMZN,BUY,0,175.6,T019
2024-07-31 16:42:41,GOOGL,BUY,200,172.9,T016
2024-09-12 18:43:14,AAPL,BUY,500,174.39,T006
2024-11-08 09:59:52,NVDA,BUY,83,896.52,T013
2024-04-27 21:40:31,MSFT,SELL,162,413.58,T003
2024-07-13 12:27:37,META,SELL,51,491.03,T016
2024-12-07 23:35:38,AMZN,SELL,160,179.05,T005
2024-04-04 06:42:43,JPM,SELL,495,187.02,T016
2024-10-09 03:15:12,META,BUY,134,474.16,T012
2024-05-26 08:55:49,AAPL,SELL,383,,T001
2024-09-23 19:09:34,MSFT,SELL,75,429.18,T002
2024-10-06 11:17:11,AAPL,SELL,113,182.45,T015
2024-08-05 16:58:36,MSFT,SELL,53,401.55,T001
2024-04-01 13:35:53,NFLX,BUY,352,634.64,T001
2024-04-08 06:55:04,AMZN,BUY,234,203.48,T002
2024-10-10 18:23:20,TSLA,SELL,41,258.13,T014
2024-08-31 07:46:04,GOOGL,BUY,0,130.69,T018
2024-11-18 01:37:50,  JPM  ,BUY,305,185.19,T010
2024-11-08 01:13:36,META,SELL,281,516.39,T017
2024-11-05 20:07:06,GOOGL,SELL,286,132.44,T003
2024-11-12 20:39:23,META,BUY,56,506.13,T008
2024-08-11 03:26:04,V,SELL,96,295.27,T020
2024-03-26 05:50:03,TSLA,BUY,52,178.57,T008
2024-08-10 08:26:13,NFLX,SELL,93,672.4,T020
2024-12-29 11:55:43,NFLX,SELL,252,607.63,T019
2024-06-04 18:18:47,,BUY,437,499.86,T011
2024-09-21 12:34:58,V,BUY,62,294.01,T015
2024-03-03 19:38:13,GOOGL,SELL,2,143.21,T009
2024-03-19 23:17:57,JPM,SELL,426,185.96,T017
2024-09-04 18:30:22,JPM,BUY,242,181.61,T007
2024-08-10 08:13:59,META,BUY,427,481.68,T006
2024-06-14 10:25:34,TSLA,BUY,268,266.52,T004
2024-03-16 02:52:55,NFLX,BUY,256,708.17,T017
2024-03-02 04:07:25,AAPL,BUY,65,174.22,T016
2024-03-02 18:40:26,NVDA,BUY,491,785.06,T011
2024-03-16 02:20:20,V,BUY,279,290.91,T012
2024-03-17 06:37:56,V,BUY,170,-284.04,T006
2024-12-24 07:30:24,NVDA,BUY,354,773.6,T017
2024-03-01 17:44:53,AMZN,BUY,33,185.32,T014
2024-02-03 04:35:11,NFLX,SELL,271,730.97,T012
2024-01-09 12:44:29,NVDA,SELL,351,886.1,T012
2024-12-24 12:14:56,MSFT,BUY,319,422.03,T018
2024-06-16 07:17:52,MSFT,SELL,25,411.3,T012
2024-11-15 15:02:04,MSFT,SELL,278,402.47,T012
2024-09-14 17:27:18,AMZN,BUY,205,178.92,T011
2024-12-03 10:45:01,NFLX,BUY,417,662.72,T011
2024-08-08 02:23:20,META,BUY,193,498.67,T018
2024-05-17 02:10:17,V,sell,453,282.1,T007
2024-02-05 23:03:59,AAPL,BUY,428,160.51,T019
2024-03-21 04:02:45,AMZN,BUY,34,199.69,T006
2024-07-27 05:31:38,MSFT,BUY,257,386.46,T018
2024-01-28 13:21:59,GOOGL,SELL,51,143.08,T007
2024-02-01 15:31:42,MSFT,SELL,59,413.13,T019
2024-11-13 08:08:52,MSFT,BUY,413,419.24,T002
2024-06-15 01:36:14,TSLA,SELL,311,218.74,T015
2024-12-16 19:11:27,V,BUY,413,292.96,T020
2024-04-10 19:17:48,AMZN,BUY,89,174.11,T020
2024-02-22 15:40:10,META,SELL,441,524.71,T019
2024-04-26 12:27:53,JPM,BUY,165,194.6,T017
2024-09-09 18:49:23,AAPL,SELL,34,191.57,T011
2024-04-02 13:43:02,,SELL,117,184.7,T003
2024-04-07 03:53:09,META,SELL,305,470.14,T020
2024-12-10 08:38:53,GOOGL,BUY,280,133.39,T002
2024-02-25 20:05:37,AMZN,SELL,94,191.45,T009
2024-08-14 07:30:11,V,SELL,152,298.04,T005
2024-08-31 10:35:48,NFLX,BUY,233,739.55,T017
2024-11-11 05:09:57,V,BUY,275,297.63,T011
2024-02-04 20:11:33,GOOGL,SELL,201,147.26,T006
2024-05-24 10:03:32,NFLX,SELL,396,636.39,T007
2024-01-20 10:54:53,GOOGL,buy,396,164.07,T015
2024-11-28 02:51:30,NVDA,SELL,236,923.87,T009
2024-06-18 13:35:09,JPM,SELL,9,198.91,T013
2024-04-18 04:57:32,GOOGL,BUY,115,131.13,T005
2024-10-18 04:10:49,TSLA,BUY,256,190.11,T007
2024-12-07 15:27:55,V,SELL,356,298.7,T015
2024-01-31 15:20:27,GOOGL,BUY,387,151.07,T008
2024-01-10 07:27:19,AMZN,BUY,123,177.97,T005
2024-06-07 08:41:04,GOOGL,BUY,337,173.66,T018
2024-12-27 07:14:48,AMZN,BUY,445,207.96,T010
2024-11-13 03:42:10,AMZN,BUY,169,193.46,T005
2024-01-19 00:33:37,META,SELL,61,513.02,T007
2024-02-12 01:36:29,META,BUY,176,470.89,T006
2024-12-18 01:27:48,JPM,SELL,398,-204.99,T008
2024-01-19 06:29:14,NFLX,SELL,275,639.68,T004
2024-11-25 16:32:41,MSFT,SELL,331,384.13,T011
2024-08-18 13:02:13,NFLX,BUY,465,660.77,T002
2024-01-24 11:40:40,AAPL,BUY,487,184.78,T020
2024-04-21 10:01:10,META,SELL,99,467.55,T002
2024-03-06 23:53:11,JPM,SELL,253,201.98,T013
2024-11-12 06:26:24,MSFT,BUY,452,428.81,T014
2024-04-24 05:02:41,NFLX,BUY,1,634.91,T004
2024-01-02 20:41:12,NFLX,SELL,268,-680.89,T014
2024-05-17 01:54:48,AMZN,SELL,373,206.24,T005
2024-05-18 19:39:07,,BUY,315,749.25,T019
2024-04-07 04:14:05,MSFT,SELL,383,393.24,T019
2024-09-05 08:03:43,JPM,SELL,269,198.93,T018
2024-12-27 05:42:23,V,SELL,18,278.08,T002
2024-08-26 21:00:24,GOOGL,SELL,434,156.22,T005
2024-05-08 01:13:19,V,SELL,267,281.92,T015
2024-03-01 04:56:29,JPM,SELL,354,189.41,T007
2024-08-22 09:07:11,MSFT,SELL,478,406.7,T012
2024-07-22 21:02:51,GOOGL,SELL,428,161.67,T009
2024-03-02 16:45:43,GOOGL,BUY,336,141.81,T013
2024-02-06 09:07:52,JPM,BUY,371,184.47,T004
2024-03-12 23:20:14,MSFT,BUY,134,-423.34,T013
2024-01-17 01:07:31,JPM,BUY,375,191.5,T012
2024-10-22 23:10:29,TSLA,SELL,328,172.47,T007
2024-05-06 23:54:53,TSLA,BUY,58,255.44,T014
2024-08-05 22:13:48,TSLA,BUY,26,238.17,T006
2024-11-22 04:42:16,AMZN,SELL,80,203.4,T004
2024-02-24 19:42:07,AMZN,BUY,40,179.06,T010
2024-09-06 05:52:05,AAPL,SELL,42,168.28,T016
2024-03-15 19:18:12,V,BUY,364,282.26,T001
2024-08-27 08:04:19,,BUY,289,463.31,T013
2024-02-13 08:27:19,META,BUY,25,470.53,T013
2024-04-19 18:01:41,AMZN,SELL,116,208.29,T010
2024-08-24 22:43:51,,SELL,445,139.75,T016
2024-01-19 13:48:58,AAPL,SELL,225,-169.79,T008
2024-06-11 04:38:35,NFLX,BUY,171,749.85,T012
2024-04-07 15:02:11,META,SELL,331,513.29,T003
2024-12-30 17:06:16,META,BUY,103,506.95,T007
2024-11-06 09:45:20,META,SELL,112,518.01,T014
2024-01-14 11:50:42,TSLA,BUY,246,220.38,T013
2024-08-22 09:07:11,MSFT,SELL,478,406.7,T012
2024-09-09 13:14:07,TSLA,BUY,473,192.37,T015
2024-05-07 06:05:45,JPM,BUY,368,182.71,T004
2024-05-10 07:15:44,AAPL,SELL,64,194.63,T012
2024-01-29 22:05:35,AMZN,BUY,477,194.24,T007
2024-06-30 00:02:00,V,SELL,476,296.88,T002
2024-07-17 15:56:02,NFLX,BUY,208,686.2,T004
2024-11-25 07:24:39,AAPL,BUY,54,-199.26,T014
2024-09-07 04:16:32,META,SELL,442,529.07,T009
2024-11-10 14:59:53,AMZN,BUY,388,203.92,T017
2024-04-25 09:48:40,META,BUY,487,476.49,T020
2024-10-07 11:19:13,JPM,,8,199.45,T011
2024-11-17 02:47:49,AAPL,BUY,242,192.17,T020
2024-04-09 13:13:26,AMZN,BUY,59,194.68,T006
2024-09-19 16:28:04,META,BUY,426,493.81,T003
2024-04-12 03:31:41,JPM,SELL,208,209.92,T013
2024-12-22 03:48:56,  META  ,SELL,426,492.47,T006
2024-11-11 06:17:06,GOOGL,SELL,498,160.07,T019
2024-03-20 07:53:26,JPM,SELL,289,180.24,T010
2024-01-23 00:06:05,AAPL,BUY,103,175.23,T009
2024-02-07 12:55:18,GOOGL,SELL,443,145.93,T013
2024-10-29 17:26:56,NVDA,BUY,235,915.1,T004
2024-09-06 03:12:07,MSFT,SELL,236,391.61,T009
2024-09-22 18:36:12,NVDA,BUY,370,865.13,T001
2024-05-15 02:07:59,NFLX,BUY,0,682.7,T009
2024-11-25 00:59:31,NVDA,SELL,481,869.88,T001
2024-08-31 22:04:04,,SELL,432,388.56,T019
2024-09-24 08:47:00,JPM,BUY,498,205.75,T008
2024-01-14 21:54:32,TSLA,SELL,135,266.23,T012
2024-05-15 07:17:31,META,BUY,376,513.08,T004
2024-02-19 09:29:22,NVDA,SELL,243,811.08,T005
2024-02-15 06:09:12,JPM,SELL,226,207.61,T002
2024-10-01 23:57:33,NFLX,BUY,221,733.98,T006
2024-04-28 17:28:41,TSLA,BUY,197,220.25,T016
2024-08-26 05:17:54,,BUY,187,195.72,T012
2024-06-25 04:13:50,NVDA,SELL,182,838.01,T008
2024-09-02 23:17:29,AMZN,BUY,96,201.91,T014
2024-02-07 12:49:12,JPM,SELL,114,203.79,T013
2024-12-11 23:21:22,GOOGL,BUY,199,134.37,T015
2024-07-10 19:08:12,  NVDA  ,SELL,38,871.52,T003
2024-09-07 11:59:35,GOOGL,BUY,388,154.07,T019
2024-10-27 18:09:35,NVDA,BUY,94,912.69,T020
2024-09-14 06:48:34,GOOGL,BUY,23,134.33,T005
2024-11-03 21:16:11,AAPL,SELL,28,171.36,T015
2024-10-28 17:25:36,TSLA,SELL,180,265.08,T017
2024-07-22 07:48:24,NFLX,SELL,347,715.57,T006
2024-02-24 00:21:14,  AMZN  ,SELL,4,188.31,T013
2024-08-08 09:58:17,GOOGL,BUY,291,143.47,T013
2024-09-26 01:52:51,AAPL,SELL,63,175.38,T019
2024-10-29 19:57:11,V,SELL,122,282.7,T010
2024-03-20 21:00:47,MSFT,BUY,249,,T007
2024-06-13 10:28:02,V,SELL,493,299.49,T002
2024-03-02 12:23:37,JPM,BUY,79,201.29,T011
2024-11-16 11:17:30,META,SELL,495,-470.59,T016
2024-08-31 08:49:14,AAPL,SELL,58,191.46,T014
2024-12-19 06:24:27,AAPL,BUY,131,175.06,T006
2024-10-21 20:17:19,V,BUY,405,279.95,T003
2024-11-14 01:23:25,AAPL,BUY,177,160.0,T010
2024-07-30 09:49:21,,BUY,258,819.58,T012
2024-09-22 07:41:57,GOOGL,BUY,296,145.8,T019
2024-02-18 18:15:50,NVDA,BUY,198,,T015
2024-05-10 22:28:20,TSLA,BUY,327,174.85,T009
2024-03-29 02:13:17,NFLX,BUY,194,718.05,T010
2024-11-06 09:33:33,GOOGL,SELL,345,166.85,T016
2024-06-29 10:17:02,GOOGL,BUY,87,131.92,T019
2024-04-24 14:30:26,MSFT,SELL,316,402.65,T019
2024-03-11 14:53:43,AAPL,BUY,345,164.36,T010
2024-11-01 21:12:09,V,SELL,270,280.74,T008
2024-09-03 23:54:49,JPM,SELL,322,184.27,T014
2024-03-28 13:38:02,TSLA,BUY,439,170.72,T011
2024-01-20 00:09:46,NVDA,BUY,156,729.17,T016
2024-04-03 18:41:13,NFLX,BUY,302,732.41,T016
2024-01-09 01:16:50,V,SELL,413,299.32,T006
2024-01-18 04:14:18,V,SELL,143,273.58,T018
2024-05-15 19:56:33,AMZN,BUY,142,179.9,T007
2024-07-30 08:08:41,GOOGL,BUY,497,132.28,T003
2024-01-26 22:46:14,NFLX,BUY,141,626.02,T005
2024-10-18 10:40:29,TSLA,BUY,229,194.42,T012
2024-06-17 03:05:42,AAPL,SELL,269,173.4,T003
2024-02-15 21:11:58,AAPL,SELL,394,187.21,T011
2024-09-03 18:50:23,JPM,SELL,253,195.59,T006
2024-06-17 13:26:52,TSLA,SELL,306,171.0,T008
2024-03-12 09:40:19,AAPL,BUY,175,174.5,T016
2024-08-04 23:17:32,NFLX,BUY,421,669.44,T015
2024-09-30 06:06:21,MSFT,SELL,432,400.64,T018
2024-10-18 02:07:19,V,SELL,181,280.31,T015
2024-06-13 05:03:06,TSLA,BUY,330,212.13,T017
2024-12-27 00:50:11,TSLA,SELL,359,263.6,T011
,TSLA,SELL,158,211.87,T009
2024-04-28 00:42:23,GOOGL,SELL,342,162.39,T014
2024-01-31 07:36:04,MSFT,BUY,493,429.17,T006
2024-11-16 19:49:10,V,SELL,86,285.52,T012
2024-02-13 12:08:42,MSFT,BUY,277,412.27,T014
2024-09-01 13:54:58,AAPL,SELL,9,161.84,T004
2024-11-01 23:46:21,NVDA,SELL,355,759.4,T002
2024-04-03 15:26:30,META,SELL,313,504.11,T010
2024-08-16 18:16:05,GOOGL,BUY,202,138.09,T014
2024-07-07 15:49:51,AMZN,BUY,0,176.19,T004
2024-09-07 19:50:15,JPM,BUY,491,187.21,T002
2024-01-08 05:26:34,NVDA,SELL,487,891.13,T014
2024-11-28 01:00:31,NFLX,SELL,331,727.84,T018
2024-04-06 14:14:53,V,BUY,4,292.81,T014
2024-06-19 03:55:40,AAPL,SELL,374,164.34,T011
2024-03-02 18:22:46,GOOGL,SELL,145,163.41,T020
2024-02-26 00:23:28,GOOGL,SELL,382,172.15,T003
2024-09-05 03:53:37,AMZN,SELL,466,195.91,T010
2024-06-13 12:43:52,META,SELL,55,451.01,T014
2024-03-28 15:33:17,V,BUY,28,278.41,T017
2024-08-13 08:16:59,TSLA,BUY,255,248.36,T015
2024-04-14 09:27:32,META,BUY,128,485.73,T003
2024-11-23 10:25:00,GOOGL,BUY,373,138.29,T001
2024-04-07 00:01:06,MSFT,BUY,365,380.24,T014
2024-08-26 19:59:07,META,BUY,328,523.68,T019
2024-09-09 19:26:24,JPM,BUY,308,207.35,T001
2024-11-21 04:04:57,NVDA,SELL,316,863.73,T014
2024-07-09 14:31:59,NVDA,SELL,90,897.96,T018
2024-03-01 23:38:50,NFLX,SELL,486,604.86,T012
2024-11-02 17:57:28,MSFT,BUY,213,406.03,T018
2024-03-21 10:48:01,JPM,SELL,282,202.8,T005
2024-03-24 20:37:58,V,BUY,328,294.18,T007
2024-06-11 15:18:03,V,BUY,393,292.48,T019
2024-11-03 11:13:54,NVDA,SELL,495,796.89,T018
2024-10-31 17:42:25,JPM,BUY,355,207.73,T019
2024-07-22 06:01:53,NFLX,BUY,193,678.38,T007
2024-07-19 00:18:30,,BUY,198,851.55,T019
2024-11-18 01:54:15,JPM,SELL,166,193.95,T008
2024-04-12 20:12:07,GOOGL,BUY,298,169.47,T009
2024-11-30 13:19:10,NFLX,SELL,8,642.15,T004
2024-06-09 22:07:28,MSFT,BUY,407,390.97,T019
2024-06-30 05:00:32,,SELL,273,199.14,T013
2024-12-14 16:41:08,TSLA,BUY,117,255.07,T017
2024-05-22 18:55:36,AAPL,BUY,165,184.79,T003
2024-06-19 07:26:21,META,SELL,328,499.19,T002
2024-12-23 14:38:55,MSFT,BUY,397,409.33,T004
2024-06-12 23:42:06,NVDA,BUY,419,825.73,T007
2024-08-11 13:19:18,AAPL,BUY,176,183.32,T008
2024-10-19 06:42:56,JPM,SELL,449,-185.59,T002
2024-06-05 23:17:37,META,SELL,231,479.21,T006
2024-03-09 09:51:56,GOOGL,BUY,127,152.7,T015
2024-04-19 15:04:36,NVDA,BUY,492,778.6,T004
2024-02-23 13:19:15,TSLA,SELL,450,262.41,T016
2024-12-16 09:27:41,TSLA,BUY,221,245.74,T005
2024-05-14 03:10:40,,SELL,337,194.81,T005
2024-12-08 08:40:54,V,BUY,394,280.34,T005
2024-08-22 09:58:43,AMZN,SELL,399,192.14,T001
2024-09-07 00:03:10,NFLX,SELL,149,660.66,T004
2024-08-17 17:26:35,  MSFT  ,BUY,0,387.41,T004
2024-12-13 19:43:54,NFLX,SELL,426,722.25,T018
2024-10-14 02:25:13,AMZN,BUY,125,192.45,T003
2024-03-03 22:13:20,MSFT,SELL,403,408.81,T003
2024-02-07 11:52:08,TSLA,SELL,418,266.63,T011
2024-03-30 21:39:57,GOOGL,SELL,41,-132.06,T008
2024-08-18 00:18:30,GOOGL,SELL,86,147.26,T003
2024-09-18 18:36:11,V,SELL,261,272.8,T012
2024-06-24 22:11:48,GOOGL,SELL,44,135.14,T017
2024-04-23 20:43:25,GOOGL,BUY,327,138.21,T015
2024-09-05 23:47:09,NFLX,SELL,456,744.48,T017
2024-05-02 01:24:47,TSLA,SELL,45,255.09,T018
2024-08-24 23:40:46,GOOGL,BUY,431,137.91,T009
2024-09-15 16:19:53,NVDA,BUY,244,836.28,T005
2024-09-14 10:28:31,NFLX,SELL,9,,T001
2024-11-07 21:01:45,NVDA,SELL,191,777.89,T015
2024-10-27 08:30:59,NVDA,BUY,439,797.37,T019
2024-07-05 13:39:38,GOOGL,BUY,68,130.05,T019
2024-05-31 12:32:22,GOOGL,SELL,130,155.11,T020
2024-12-04 13:49:08,NVDA,BUY,426,825.72,T004
2024-10-16 10:48:48,TSLA,SELL,270,175.76,T004
2024-10-12 09:38:47,GOOGL,SELL,239,136.39,T017
2024-12-09 12:53:46,META,SELL,252,489.39,T006
2024-08-18 02:10:41,GOOGL,SELL,269,140.95,T003
2024-08-23 20:31:08,NVDA,SELL,14,883.63,T003
2024-12-14 19:06:06,MSFT,SELL,490,396.43,T020
2024-08-16 04:40:16,V,BUY,499,280.72,T006
2024-05-13 04:01:46,AAPL,BUY,128,176.1,T007
2024-06-26 02:12:21,TSLA,SELL,492,209.6,T013
,JPM,SELL,446,208.94,T004
2024-02-10 18:52:57,META,SELL,404,493.68,T019
2024-11-30 18:25:29,NFLX,BUY,67,600.43,T018
2024-06-26 13:47:06,AMZN,SELL,81,185.05,T012
2024-11-17 02:47:49,AAPL,BUY,242,192.17,T020
2024-10-11 10:41:48,TSLA,BUY,486,184.01,T019
2024-03-07 07:35:19,MSFT,BUY,414,427.45,T007
2024-12-19 00:37:34,AAPL,BUY,441,169.16,T011
2024-01-16 22:42:19,NFLX,BUY,142,,T013
2024-07-11 21:44:53,TSLA,BUY,33,-203.12,T006
2024-01-28 17:46:40,TSLA,SELL,154,197.99,T017
2024-01-29 00:09:54,GOOGL,BUY,346,168.31,T008
2024-03-09 21:53:51,NFLX,SELL,335,681.65,T013
2024-05-05 04:19:13,NVDA,SELL,210,896.45,T005
2024-12-29 02:29:08,,SELL,84,274.19,T013
2024-07-05 13:29:27,AAPL,BUY,30,162.01,T017
2024-09-26 11:00:08,TSLA,SELL,163,247.54,T016
2024-03-15 01:23:06,JPM,SELL,432,188.67,T015
2024-08-24 08:18:51,TSLA,BUY,97,250.17,T015
2024-09-22 14:18:40,V,BUY,368,283.26,T019
2024-03-27 08:56:49,AAPL,BUY,270,169.3,T016
2024-04-20 06:05:12,AMZN,SELL,187,183.04,T004
2024-09-30 03:29:26,JPM,SELL,483,200.66,T009
2024-03-01 18:03:54,V,SELL,391,288.27,T006
2024-08-18 08:50:53,JPM,SELL,52,188.29,T007
